Date,Close_BTC-USD,Close_ETH-USD,Close_LTC-USD,High_BTC-USD,High_ETH-USD,High_LTC-USD,Low_BTC-USD,Low_ETH-USD,Low_LTC-USD,Open_BTC-USD,Open_ETH-USD,Open_LTC-USD,Volume_BTC-USD,Volume_ETH-USD,Volume_LTC-USD
2014-10-25,347.27099609375,,3.6675500869750977,359.8609924316406,,3.75984001159668,342.87701416015625,,3.629040002822876,358.6109924316406,,3.748729944229126,18127500,,2370430
2014-10-26,354.7040100097656,,3.727180004119873,359.22100830078125,,3.767369985580444,343.9309997558594,,3.661530017852783,347.48699951171875,,3.668950080871582,11272500,,1986590
2014-10-27,352.989013671875,,3.807310104370117,358.6319885253906,,3.893320083618164,349.8089904785156,,3.713069915771485,354.7770080566406,,3.72406005859375,13033000,,2694530
2014-10-28,357.6180114746094,,3.846070051193237,359.9840087890625,,3.89657998085022,352.6789855957031,,3.794680118560791,353.2149963378906,,3.812269926071167,7845880,,2222000
2014-10-29,335.59100341796875,,3.72694993019104,357.8330078125,,3.85332989692688,335.3429870605469,,3.720400094985962,357.0889892578125,,3.8528800010681152,18192700,,2551500
2014-10-30,345.30499267578125,,3.785860061645508,350.9129943847656,,3.819169998168945,335.0719909667969,,3.71953010559082,335.7090148925781,,3.734499931335449,30177900,,2667440
2014-10-31,338.3210144042969,,3.753999948501587,348.0450134277344,,3.804539918899536,337.1419982910156,,3.745320081710816,345.0090026855469,,3.784650087356568,12545400,,2303900
2014-11-01,325.7489929199219,,3.570590019226074,340.52899169921875,,3.7571499347686768,321.05499267578125,,3.5590999126434326,338.6499938964844,,3.756659984588623,16677200,,2476220
2014-11-02,325.8919982910156,,3.585099935531616,329.04998779296875,,3.622910022735596,320.6260070800781,,3.554500102996826,326.07501220703125,,3.576879978179932,8603620,,2031400
2014-11-03,327.5539855957031,,3.5780599117279053,334.00201416015625,,3.661750078201294,325.4809875488281,,3.5563900470733643,325.5690002441406,,3.5859100818634038,12948500,,2034500
2014-11-04,330.49200439453125,,3.5917599201202397,331.7669982910156,,3.619529962539673,325.0769958496094,,3.547650098800659,327.1610107421875,,3.580420017242432,15655500,,2336120
2014-11-05,339.4859924316406,,3.644850015640259,343.3689880371094,,3.6710898876190186,330.6830139160156,,3.5903100967407227,330.6830139160156,,3.5903100967407227,19817200,,2855540
2014-11-06,349.2900085449219,,3.64955997467041,352.96600341796875,,3.667409896850586,338.42401123046875,,3.618750095367432,339.4580078125,,3.6421399116516113,18797000,,2461750
2014-11-07,342.4150085449219,,3.557369947433472,352.73199462890625,,3.6619598865509033,341.7760009765625,,3.55499005317688,349.8179931640625,,3.649669885635376,16834200,,2417010
2014-11-08,345.4880065917969,,3.556260108947754,347.0320129394531,,3.578749895095825,342.15399169921875,,3.53233003616333,342.15399169921875,,3.556649923324585,8535470,,1508220
2014-11-09,363.2640075683594,,3.631459951400757,363.6260070800781,,3.6373000144958496,344.2550048828125,,3.5469400882720947,345.3760070800781,,3.554840087890625,24205600,,1873830
2014-11-10,366.9240112304688,,3.6956300735473633,374.8160095214844,,3.7310900688171382,357.5610046386719,,3.593559980392456,362.2650146484375,,3.632159948348999,30450100,,3545550
2014-11-11,367.6950073242188,,3.6758899688720703,371.30999755859375,,3.737799882888794,363.7349853515625,,3.674360036849976,365.8569946289063,,3.698509931564331,15838900,,2783960
2014-11-12,423.5610046386719,,4.068610191345215,429.7179870605469,,4.141510009765625,367.9849853515625,,3.67972993850708,367.9849853515625,,3.67972993850708,45783200,,8733140
2014-11-13,420.7349853515625,,4.097660064697266,457.0929870605469,,4.350220203399658,401.12298583984375,,4.01938009262085,427.2730102539063,,4.132989883422852,58945000,,13963000
2014-11-14,397.8179931640625,,3.989370107650757,419.25201416015625,,4.09119987487793,384.78900146484375,,3.861639976501465,418.4169921875,,4.0854997634887695,29589200,,7587850
2014-11-15,376.1329956054688,,3.854330062866211,405.5280151367188,,4.037660121917725,371.0079956054688,,3.8097500801086426,399.6499938964844,,3.992259979248047,15727500,,3891770
2014-11-16,387.8819885253906,,3.8836300373077393,390.7990112304688,,3.900949954986572,374.60198974609375,,3.8259899616241455,374.7300109863281,,3.8411900997161865,11905600,,2991050
2014-11-17,387.4079895019531,,3.877439975738525,410.1990051269531,,3.9969899654388423,377.50201416015625,,3.830480098724365,388.3489990234375,,3.880559921264648,41518800,,3967100
2014-11-18,375.197998046875,,3.770159959793091,392.4020080566406,,3.906039953231812,371.1170043945313,,3.7518699169158936,387.7850036621094,,3.875149965286255,32222500,,4024840
2014-11-19,380.5549926757813,,3.807460069656372,386.4809875488281,,3.8439300060272217,373.89599609375,,3.772480010986328,373.89599609375,,3.7799599170684814,18931800,,2858300
2014-11-20,357.8399963378906,,3.611550092697144,382.0249938964844,,3.817500114440918,356.781005859375,,3.5854198932647705,380.3070068359375,,3.806960105895996,25233200,,3682840
2014-11-21,350.8479919433594,,3.496929883956909,357.8789978027344,,3.614300012588501,344.11199951171875,,3.480410099029541,357.8789978027344,,3.614300012588501,29850100,,3851320
2014-11-22,352.9200134277344,,3.523289918899536,364.8410034179688,,3.620630025863648,350.87799072265625,,3.489219903945923,351.60400390625,,3.501140117645264,15273000,,2446510
2014-11-23,367.572998046875,,3.594360113143921,370.8450012207031,,3.611969947814941,353.17498779296875,,3.5157299041748047,353.17498779296875,,3.522779941558838,15151600,,1686970
2014-11-24,376.9010009765625,,3.6285500526428223,387.2090148925781,,3.689079999923706,366.66900634765625,,3.5695900917053223,366.947998046875,,3.594640016555786,30930100,,3281530
2014-11-25,375.3479919433594,,3.567500114440918,394.7009887695313,,3.696700096130371,374.7839965820313,,3.545049905776977,376.885986328125,,3.624979972839356,25442200,,3468870
2014-11-26,368.3699951171875,,3.560460090637207,377.697998046875,,3.5871500968933105,365.8160095214844,,3.5357799530029297,376.0190124511719,,3.568909883499145,18601700,,2497390
2014-11-27,369.6700134277344,,3.559880018234253,373.9920043945313,,3.580250024795532,368.2820129394531,,3.5527799129486084,370.50201416015625,,3.565069913864136,8748030,,1764690
2014-11-28,376.4469909667969,,3.603859901428223,382.8380126953125,,3.6427700519561768,358.4549865722656,,3.5009100437164307,369.3739929199219,,3.560790061950684,22946500,,2007140
2014-11-29,375.4909973144531,,3.586280107498169,387.60101318359375,,3.636120080947876,372.1449890136719,,3.570319890975952,376.1520080566406,,3.604710102081299,15375600,,2264640
2014-11-30,378.0469970703125,,3.576090097427368,382.5270080566406,,3.6141200065612793,373.3089904785156,,3.562469959259033,375.510009765625,,3.5859599113464355,9194440,,1206290
2014-12-01,379.2449951171875,,3.5771400928497314,383.6619873046875,,3.606920003890991,376.66900634765625,,3.5666399002075195,378.2489929199219,,3.575589895248413,11763000,,1275120
2014-12-02,381.3150024414063,,3.6310999393463135,384.0379943847656,,3.661590099334717,377.8630065917969,,3.5777900218963623,379.25,,3.5779900550842285,12364100,,2051950
2014-12-03,375.010009765625,,3.6120200157165527,383.0260009765625,,3.6528499126434326,374.3460083007813,,3.5820701122283936,381.7219848632813,,3.628000020980835,13340100,,1715450
2014-12-04,369.60400390625,,3.592629909515381,378.6549987792969,,3.6368000507354736,367.7590026855469,,3.586220026016236,375.7179870605469,,3.6117000579833984,14529600,,2291670
2014-12-05,376.85400390625,,3.618230104446411,379.1919860839844,,3.6225099563598633,365.7560119628906,,3.5757699012756348,369.4419860839844,,3.594089984893799,15181800,,2350920
2014-12-06,374.7850036621094,,3.614520072937012,378.447998046875,,3.628230094909668,370.9450073242188,,3.603669881820679,376.7569885253906,,3.615959882736206,7009320,,1690520
2014-12-07,375.0950012207031,,3.7111599445343018,376.2919921875,,3.749530076980591,373.2749938964844,,3.60851001739502,374.83599853515625,,3.615600109100342,6491650,,1759240
2014-12-08,361.9089965820313,,3.6531999111175537,376.0289916992188,,3.7652199268341056,361.885986328125,,3.6531999111175537,374.9649963378906,,3.7083699703216553,18898700,,2295450
2014-12-09,352.218994140625,,3.521169900894165,363.0669860839844,,3.6689200401306152,344.95098876953125,,3.482549905776977,361.8949890136719,,3.655019998550415,32915500,,3606940
2014-12-10,346.364990234375,,3.4998600482940674,352.3840026855469,,3.540679931640625,346.364990234375,,3.48157000541687,352.2049865722656,,3.5238399505615234,16427700,,1982380
2014-12-11,350.5060119628906,,3.4810800552368164,361.3569946289063,,3.559809923171997,338.76300048828125,,3.4396300315856934,344.3399963378906,,3.4939301013946533,32431300,,2667680
2014-12-12,352.5419921875,,3.4867100715637207,352.9830017089844,,3.492419958114624,349.2909851074219,,3.478899955749512,350.8330078125,,3.478899955749512,16989800,,2060970
2014-12-13,347.3760070800781,,3.476069927215576,352.3810119628906,,3.489759922027588,346.5880126953125,,3.459559917449951,352.3810119628906,,3.486569881439209,11675900,,2121910
2014-12-14,351.6319885253906,,3.4804799556732178,353.3160095214844,,3.498739957809448,345.4179992675781,,3.467659950256348,346.7269897460937,,3.4751999378204346,12415200,,1547550
2014-12-15,345.3450012207031,,3.450779914855957,351.81500244140625,,3.481600046157837,344.9339904785156,,3.448859930038452,351.3609924316406,,3.481110095977783,17264200,,2292030
2014-12-16,327.06201171875,,3.0152599811553955,345.8590087890625,,3.4605700969696045,327.06201171875,,2.989269971847534,345.6730041503906,,3.4518399238586426,30864900,,5220210
2014-12-17,319.7760009765625,,2.940229892730713,333.9540100097656,,3.0688300132751465,315.1520080566406,,2.8999900817871094,326.8550109863281,,3.0105600357055664,37567900,,3969240
2014-12-18,311.39599609375,,2.805569887161255,323.7090148925781,,2.995959997177124,304.23199462890625,,2.701970100402832,319.7850036621094,,2.944430112838745,39173000,,4301260
2014-12-19,317.8429870605469,,2.869110107421875,318.5329895019531,,2.873840093612671,306.7690124511719,,2.727240085601806,311.1789855957031,,2.8052799701690674,23823100,,2780240
2014-12-20,329.9559936523437,,2.9235799312591557,330.32501220703125,,2.943690061569214,316.04400634765625,,2.8671000003814697,317.6189880371094,,2.8671000003814697,20856700,,2591650
2014-12-21,320.8429870605469,,2.8503899574279785,329.6289978027344,,2.920370101928711,318.90301513671875,,2.8415799140930176,329.5429992675781,,2.9146299362182617,15207600,,2187630
2014-12-22,331.885986328125,,2.8857901096343994,334.11700439453125,,2.906680107116699,320.42498779296875,,2.835789918899536,321.0679931640625,,2.8602499961853027,22315100,,2477440
2014-12-23,334.5719909667969,,2.881959915161133,336.2869873046875,,2.9052700996398926,329.6019897460937,,2.8621199131011963,332.0169982910156,,2.887320041656494,16574200,,1901360
2014-12-24,322.53399658203125,,2.738339900970459,334.7409973144531,,2.8808300495147705,321.35699462890625,,2.729559898376465,334.385009765625,,2.877700090408325,15092300,,2076240
2014-12-25,319.00799560546875,,2.6994500160217285,322.6700134277344,,2.752739906311035,316.9580078125,,2.670909881591797,322.2860107421875,,2.735949993133545,9883640,,1640910
2014-12-26,327.92401123046875,,2.7816898822784424,331.42401123046875,,2.8101799488067627,316.62701416015625,,2.681669950485229,319.1520080566406,,2.700700044631958,16410500,,2088360
2014-12-27,315.8630065917969,,2.716949939727783,328.9110107421875,,2.795370101928711,312.6300048828125,,2.7029600143432617,327.5830078125,,2.7795801162719727,15185200,,2180800
2014-12-28,317.239013671875,,2.7330400943756104,320.02801513671875,,2.7618300914764404,311.0780029296875,,2.6728100776672363,316.1600036621094,,2.719000101089477,11676600,,1701950
2014-12-29,312.6700134277344,,2.694819927215576,320.2669982910156,,2.747220039367676,312.3070068359375,,2.6870899200439453,317.70098876953125,,2.733799934387207,12302500,,1471530
2014-12-30,310.73699951171875,,2.704010009765625,314.8089904785156,,2.723989963531494,309.3729858398437,,2.6674299240112305,312.718994140625,,2.6961700916290283,12528300,,1536350
2014-12-31,320.1929931640625,,2.7189300060272217,320.1929931640625,,2.729830026626587,310.21099853515625,,2.692300081253052,310.9140014648437,,2.7038400173187256,13942900,,1577550
2015-01-01,314.2489929199219,,2.699049949645996,320.4349975585937,,2.724210023880005,314.00299072265625,,2.689769983291626,320.4349975585937,,2.724210023880005,8036550,,770693
2015-01-02,315.0320129394531,,2.6673600673675537,315.8389892578125,,2.69923996925354,313.56500244140625,,2.6638500690460205,314.0790100097656,,2.697429895401001,7860650,,855392
2015-01-03,281.0820007324219,,2.13316011428833,315.1499938964844,,2.6664600372314453,281.0820007324219,,2.13316011428833,314.84600830078125,,2.6664600372314453,33054400,,5193080
2015-01-04,264.19500732421875,,1.9566800594329836,287.2300109863281,,2.154459953308105,257.61199951171875,,1.912410020828247,281.14599609375,,2.110219955444336,55629100,,3888140
2015-01-05,274.4739990234375,,2.08218002319336,278.34100341796875,,2.16048002243042,265.0840148925781,,1.9580299854278564,265.0840148925781,,1.9580299854278564,43962800,,10649500
2015-01-06,286.1889953613281,,2.1121199131011963,287.5530090332031,,2.1182401180267334,272.6960144042969,,2.0445399284362797,274.6109924316406,,2.0843400955200195,23245700,,3242950
2015-01-07,294.3370056152344,,2.1181800365448,298.7539978027344,,2.149869918823242,283.0790100097656,,2.0811400413513184,286.0769958496094,,2.1180999279022217,24866800,,3388950
2015-01-08,283.3489990234375,,2.0080699920654297,294.135009765625,,2.123500108718872,282.17498779296875,,2.001849889755249,294.135009765625,,2.115609884262085,19982500,,2924520
2015-01-09,290.4079895019531,,1.9833600521087649,291.114013671875,,2.0112900733947754,280.5329895019531,,1.9586299657821653,282.38299560546875,,2.0100200176239014,18718600,,1951160
2015-01-10,274.7959899902344,,1.6533199548721311,288.12701416015625,,1.9803400039672847,273.96600341796875,,1.6218600273132324,287.3030090332031,,1.9699900150299072,15264300,,2911190
2015-01-11,265.6600036621094,,1.724560022354126,279.63800048828125,,1.8782099485397337,265.0390014648437,,1.6439900398254397,274.6080017089844,,1.653599977493286,18200800,,2581500
2015-01-12,267.7959899902344,,1.714229941368103,272.2030029296875,,1.7941999435424805,265.20001220703125,,1.6967600584030151,266.14599609375,,1.7176799774169922,18880300,,1738370
2015-01-13,225.86099243164065,,1.5411200523376465,268.2770080566406,,1.7191400527954102,219.906005859375,,1.533460021018982,267.3940124511719,,1.710199952125549,72843904,,4039950
2015-01-14,178.10299682617188,,1.1570099592208862,223.8939971923828,,1.582669973373413,171.50999450683594,,1.1137399673461914,223.8939971923828,,1.5496100187301636,97638704,,4721280
2015-01-15,209.843994140625,,1.282770037651062,229.06700134277344,,1.376579999923706,176.89700317382812,,1.1525399684906006,176.89700317382812,,1.1532399654388428,81773504,,3487080
2015-01-16,208.0970001220703,,1.402269959449768,221.59100341796875,,1.4727799892425537,199.77099609375,,1.271690011024475,209.07000732421875,,1.2771899700164795,38421000,,2669280
2015-01-17,199.25999450683597,,1.2934099435806274,211.7310028076172,,1.4036200046539309,194.875,,1.2521899938583374,207.83399963378903,,1.3977999687194824,23469700,,1514960
2015-01-18,210.3390045166016,,1.3333300352096558,218.69500732421875,,1.3722800016403198,194.5059967041016,,1.2333600521087646,200.0500030517578,,1.296030044555664,30085100,,1694820
2015-01-19,214.86099243164065,,1.3417799472808838,216.72799682617188,,1.3593000173568726,207.3179931640625,,1.306380033493042,211.4709930419922,,1.328570008277893,18658300,,728641
2015-01-20,211.31500244140625,,1.32354998588562,215.24099731445312,,1.3448100090026855,205.1529998779297,,1.2996400594711304,212.9069976806641,,1.3409899473190308,24051100,,1069660
2015-01-21,226.89700317382807,,1.3733099699020386,227.7879943847656,,1.374169945716858,211.2120056152344,,1.3182100057601929,211.3780059814453,,1.3238999843597412,29924600,,1191370
2015-01-22,233.406005859375,,1.4187500476837158,237.0189971923828,,1.453879952430725,226.4340057373047,,1.374269962310791,227.32200622558597,,1.374269962310791,33544600,,1660700
2015-01-23,232.8789978027344,,1.425950050354004,234.84500122070312,,1.4301600456237793,225.1959991455078,,1.380679965019226,233.5169982910156,,1.412310004234314,24621700,,1267530
2015-01-24,247.8470001220703,,1.8437999486923216,248.2100067138672,,1.8870099782943728,230.02200317382807,,1.4191299676895142,232.6999969482422,,1.4306800365447998,24782500,,4858920
2015-01-25,253.71800231933597,,2.248300075531006,255.07400512695312,,2.3749499320983887,243.88999938964844,,1.8394999504089355,247.3520050048828,,1.8420499563217163,33582700,,9178540
2015-01-26,273.4729919433594,,2.081049919128418,309.3840026855469,,2.3853600025177,254.07899475097656,,2.060699939727783,254.07899475097656,,2.245490074157715,106794000,,8803090
2015-01-27,263.4750061035156,,2.0860800743103027,275.4800109863281,,2.1370201110839844,250.6529998779297,,1.8695399761199951,273.1669921875,,2.0741798877716064,44399000,,4502690
2015-01-28,233.9149932861328,,1.8720200061798096,266.5350036621094,,2.13484001159668,227.04600524902344,,1.8094300031661987,263.3510131835937,,2.091269969940185,44352200,,3295480
2015-01-29,233.51300048828125,,1.9156700372695925,238.70599365234372,,1.9489099979400637,220.7120056152344,,1.832669973373413,233.34800720214844,,1.876629948616028,32213400,,2191570
2015-01-30,226.4250030517578,,1.897629976272583,242.8509979248047,,1.984380006790161,225.8390045166016,,1.8906400203704836,232.77200317382807,,1.9144599437713623,26605200,,1805110
2015-01-31,217.4640045166016,,1.8734999895095823,233.5039978027344,,1.9399199485778809,216.3090057373047,,1.8705099821090696,226.4409942626953,,1.8961299657821653,23348200,,1205140
2015-02-01,226.9720001220703,,1.80351996421814,231.57400512695312,,1.8809800148010252,212.01499938964844,,1.6791499853134155,216.86700439453125,,1.8787800073623655,29128500,,2661610
2015-02-02,238.22900390625,,1.8761800527572632,242.1750030517578,,1.882449984550476,222.65899658203125,,1.747920036315918,226.49099731445312,,1.812809944152832,30612100,,1955370
2015-02-03,227.26800537109372,,1.8217600584030151,245.95700073242188,,1.937600016593933,224.4830017089844,,1.8080899715423584,237.45399475097656,,1.87417995929718,40783700,,2425490
2015-02-04,226.85299682617188,,1.7923500537872314,230.05799865722656,,1.838879942893982,221.11300659179688,,1.757580041885376,227.5110015869141,,1.8208500146865845,26594300,,3683490
2015-02-05,217.11099243164065,,1.741230010986328,239.40499877929688,,1.810160040855408,214.7250061035156,,1.7302000522613523,227.6649932861328,,1.7947399616241455,22516400,,4490700
2015-02-06,222.26600646972656,,1.75941002368927,230.50999450683597,,1.8274600505828855,216.23199462890625,,1.740190029144287,216.92300415039065,,1.7403299808502195,24435300,,2332680
2015-02-07,227.7539978027344,,1.7817200422286987,230.2989959716797,,1.7917399406433103,222.60699462890625,,1.7426899671554563,222.63299560546875,,1.759559988975525,21604200,,1272440
2015-02-08,223.41200256347656,,1.7835899591445925,229.43800354003903,,1.8136500120162964,221.07699584960935,,1.7580900192260742,227.6929931640625,,1.7867900133132937,17145200,,793432
2015-02-09,220.1100006103516,,1.731469988822937,223.9770050048828,,1.7855099439620972,217.0189971923828,,1.715260028839111,223.38900756835935,,1.7852699756622314,27791300,,1412300
2015-02-10,219.8390045166016,,1.7631800174713137,221.8070068359375,,1.786149978637695,215.33200073242188,,1.6872899532318115,220.2819976806641,,1.7332500219345093,21115100,,1943220
2015-02-11,219.18499755859372,,1.7274399995803833,223.406005859375,,1.7885500192642212,218.07400512695312,,1.7151700258255005,219.73199462890625,,1.7608100175857544,17201900,,1202390
2015-02-12,221.76400756835935,,1.7575600147247314,222.19900512695312,,1.7651400566101074,217.61399841308597,,1.7167500257492063,219.2079925537109,,1.730810046195984,15206200,,1073660
2015-02-13,235.427001953125,,1.821679949760437,240.25900268554688,,1.853209972381592,221.26199340820312,,1.7456300258636477,221.968994140625,,1.7550899982452393,42744400,,2417560
2015-02-14,257.3210144042969,,1.937690019607544,259.8080139160156,,1.963170051574707,235.5279998779297,,1.8213800191879272,235.5279998779297,,1.8229299783706665,49732500,,2967890
2015-02-15,234.8249969482422,,1.8420000076293943,265.6109924316406,,2.0295300483703613,227.6840057373047,,1.7940800189971924,257.5069885253906,,1.940029978752136,56552400,,3678900
2015-02-16,233.84300231933597,,1.796280026435852,239.52099609375,,1.848620057106018,229.02200317382807,,1.7956299781799316,234.8249969482422,,1.844480037689209,28153700,,1766700
2015-02-17,243.6100006103516,,1.853119969367981,245.7749938964844,,1.878909945487976,232.31399536132807,,1.7926000356674194,233.4219970703125,,1.794119954109192,27363100,,1824820
2015-02-18,236.3260040283203,,1.828160047531128,244.25100708007807,,1.86326003074646,232.33999633789065,,1.8040000200271609,243.77999877929688,,1.856660008430481,25200800,,1504230
2015-02-19,240.2830047607422,,1.8467600345611568,242.6719970703125,,1.8506100177764893,235.5919952392578,,1.8163399696350095,236.41000366210935,,1.8252099752426147,18270500,,1117190
2015-02-20,243.7790069580078,,1.847949981689453,247.1009979248047,,1.8640600442886357,239.2989959716797,,1.8322199583053589,240.25100708007807,,1.842020034790039,23876700,,1430460
2015-02-21,244.53399658203125,,1.8489099740982056,255.32000732421875,,1.8656599521636963,243.1840057373047,,1.8350900411605835,243.7519989013672,,1.848960041999817,12284200,,934224
2015-02-22,235.9770050048828,,1.7962000370025637,246.3919982910156,,1.8663599491119385,233.8509979248047,,1.7851500511169434,244.54400634765625,,1.8498799800872805,19527000,,1413400
2015-02-23,238.8919982910156,,1.8204100131988523,240.10899353027344,,1.8229899406433103,232.42100524902344,,1.7809200286865234,235.9949951171875,,1.8030500411987305,16400000,,1207240
2015-02-24,238.7350006103516,,1.829319953918457,239.9010009765625,,1.8356900215148928,236.4019927978516,,1.804360032081604,238.9980010986328,,1.813560009002685,14200400,,941910
